Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 29.13      6.34     6.34 52551358     0.00     0.00  WSmaze::goodToGoWithMouse(int, int)
 15.76      9.77     3.43 12660152     0.00     0.00  WSmaze::validToGoWithMouse(int, int)
 13.55     12.72     2.95 101077844     0.00     0.00  WSmaze::CanGoWithMouse(int, int)
 11.25     15.17     2.45     1027     0.00     0.01  Plan::wayTo(Position const&, Position const&)
  6.57     16.60     1.43      504     0.00     0.02  Plan::wayThroughKnownPlacesTo(Position const&, Position const&)
  6.25     17.96     1.36     1644     0.00     0.00  WSbeacon::update(bool)
  4.04     18.84     0.88        1     0.88     0.88  WSbeacon::createSensorMatrix()
  3.81     19.67     0.83 45998300     0.00     0.00  WSmaze::isKnown(int, int)
  3.54     20.44     0.77      437     0.00     0.00  WSbeacon::applySensor(double)
  1.88     20.85     0.41        1     0.41     0.41  WSmaze::createSensor()
  0.87     21.04     0.19  9192163     0.00     0.00  WSmaze::goodToOptimizeWithMouse(int, int)
  0.60     21.17     0.13 18160575     0.00     0.00  Path::update(Path*, double)
  0.55     21.29     0.12     4932     0.00     0.00  WSmaze::erode(char (*) [280], char (*) [280])
  0.41     21.38     0.09     4932     0.00     0.00  WSmaze::dilate(char (*) [280], char (*) [280])
  0.41     21.47     0.09     1644     0.00     0.00  WSmaze::clearCanGoWithMouseMatrix()
  0.28     21.53     0.06     1644     0.00     0.00  WSmaze::clearGoodToGoMouseMatrix()
  0.18     21.57     0.04 25321838     0.00     0.00  Heap::isEmpty()
  0.18     21.61     0.04     1644     0.00     0.00  WSmaze::clearIsKnownMatrix()
  0.18     21.65     0.04                             WSmaze::nearWall(int, int)
  0.14     21.68     0.03     1647     0.00     0.00  WSbeaconsearch::update()
  0.09     21.70     0.02     1644     0.00     0.00  WSmaze::doErodesAndDilates()
  0.09     21.72     0.02                             gui(void*)
  0.05     21.73     0.01     2958     0.00     0.00  WSmaze::applyCleanSensorMatrix(int, double, double, double, double, double)
  0.05     21.74     0.01      509     0.00     0.02  Meditator::actionGoToStart()
  0.05     21.75     0.01        1     0.01     0.01  Plan::Plan(WorldState*, MotorController*)
  0.05     21.76     0.01                             WSmaze::inSmallMazeMatrixBounds(int, int)
  0.05     21.77     0.01                             __tcf_0
  0.00     21.77     0.00   283304     0.00     0.00  Plan::tryWayToPoint(int)
  0.00     21.77     0.00   156800     0.00     0.00  Path::init(DiscretePosition const&)
  0.00     21.77     0.00    12338     0.00     0.00  WSmotors::getInertiaLeft(int)
  0.00     21.77     0.00    12338     0.00     0.00  WSmotors::getInertiaRight(int)
  0.00     21.77     0.00     8269     0.00     0.00  Log::writeDebug(char const*)
  0.00     21.77     0.00     6588     0.00     0.00  GetObstacleSensor(int)
  0.00     21.77     0.00     6588     0.00     0.00  IsObstacleSensorValid(int)
  0.00     21.77     0.00     3263     0.00     0.00  SetRequest(request_t)
  0.00     21.77     0.00     3263     0.00     0.00  PerformAction(bool, bool, bool, double, double)
  0.00     21.77     0.00     3258     0.00     0.00  DriveMotors(double, double)
  0.00     21.77     0.00     2996     0.00     0.00  Plan::CyclesUntilObjective()
  0.00     21.77     0.00     2814     0.00     0.00  WSmaze::applySensor(double, double, double)
  0.00     21.77     0.00     2206     0.00     0.00  WorldState::setPlan(Plan*)
  0.00     21.77     0.00     1803     0.00     0.00  recv_packet(char*)
  0.00     21.77     0.00     1690     0.00     0.00  ReadObstacleSensors(char const*, measures_t*)
  0.00     21.77     0.00     1689     0.00     0.00  ReadBeaconSensors(char const*, measures_t*)
  0.00     21.77     0.00     1667     0.00     0.00  Action::Action(double, double)
  0.00     21.77     0.00     1647     0.00     0.00  GetFinished()
  0.00     21.77     0.00     1647     0.00     0.00  ReadSensors()
  0.00     21.77     0.00     1647     0.00     0.00  GetStopButton()
  0.00     21.77     0.00     1647     0.00     0.00  GetStartButton()
  0.00     21.77     0.00     1647     0.00     0.00  GetVisitingLed()
  0.00     21.77     0.00     1647     0.00     0.00  IsCompassValid()
  0.00     21.77     0.00     1647     0.00     0.00  GetBumperSensor()
  0.00     21.77     0.00     1647     0.00     0.00  GetCompassSensor()
  0.00     21.77     0.00     1647     0.00     0.00  IsGroundSensorValid()
  0.00     21.77     0.00     1647     0.00     0.00  GetTime()
  0.00     21.77     0.00     1647     0.00     0.00  WSposition::update()
  0.00     21.77     0.00     1647     0.00     0.00  WSsensors::update()
  0.00     21.77     0.00     1646     0.00     0.00  WSmotors::update()
  0.00     21.77     0.00     1646     0.00     0.00  WSsensors::inAnyGround()
  0.00     21.77     0.00     1644     0.00     0.00  IsBeaconReady(int)
  0.00     21.77     0.00     1644     0.00     0.00  WSmaze::applyAllSensors()
  0.00     21.77     0.00     1644     0.00     0.00  WSmaze::update()
  0.00     21.77     0.00     1633     0.00     0.00  WorldState::update()
  0.00     21.77     0.00     1632     0.00     0.00  MotorController::requestSensors(SensorRequest)
  0.00     21.77     0.00     1632     0.00     0.00  Log::update()
  0.00     21.77     0.00     1632     0.00     0.00  Meditator::CalculateSensorRequest()
  0.00     21.77     0.00     1631     0.00     0.00  MotorController::drive(Action*, SensorRequest)
  0.00     21.77     0.00     1631     0.00     0.00  WSmotors::action_done(Action*)
  0.00     21.77     0.00     1631     0.00     0.01  Meditator::bestAction()
  0.00     21.77     0.00     1531     0.00     0.00  Heap::Heap()
  0.00     21.77     0.00     1531     0.00     0.00  Path::clear(DiscretePosition const&)
  0.00     21.77     0.00     1529     0.00     0.00  MotorController::goToXY(double, double)
  0.00     21.77     0.00     1529     0.00     0.00  Heap::~Heap()
  0.00     21.77     0.00     1529     0.00     0.00  Plan::optimizeRoute()
  0.00     21.77     0.00     1529     0.00     0.00  Plan::findRoute(DiscretePosition, DiscretePosition)
  0.00     21.77     0.00     1521     0.00     0.00  WSsensors::CollidedRecently()
